galaxy,model,configuration,holdout,n,n_train,n_test,n_parameters,chi2_data,chi2_data_per_row,prior_penalty,objective,length_catalogue_kpc,amplitude_catalogue_kms,physical_length_kpc,physical_amplitude_kms,ml_disk,ml_bulge,distance_ratio,distance_Mpc,inclination_deg,disk_pull,bulge_pull,distance_pull,inclination_pull,halo_bound_hit,nuisance_bound_hit,maximum_abs_pull,success,optimality,n_starts,near_best_starts,restart_objective_spread,holdout_admissible,holdout_chi2,holdout_chi2_per_row,distance_method,parameters_json,parameter_names_json
NGC6946,nfw,all_0.10,False,58,58,0,6,87.4545211696204,1.507836571890007,1.323545393088707,88.77806656270911,15.681189971896949,301.0681862754212,14.490154096512484,302.009667850096,0.48362993961196943,0.5420166948407513,0.9240468435419136,5.100738576351363,37.86058443654139,-0.14456825865666714,-1.1108537641765728,-0.2525671226799019,-0.06970778172930568,False,False,1.1108537641765728,True,0.0011482131832528252,8,6,599.8285310516236,True,,,2,"[2.752461903107537, 5.707336771570751, -0.14456825865666714, -1.1108537641765728, -0.2525671226799019, -0.06970778172930568]","[""log_L_catalogue"", ""log_excess_A_catalogue"", ""disk_pull"", ""bulge_pull"", ""distance_pull"", ""inclination_pull""]"
NGC7331,core,all_0.10,False,36,36,0,6,68.01359691708424,1.889266581030118,2.913166639949424,70.92676355703367,11.96967072462694,222.5861874944609,10.539152646715513,222.9963220733104,0.5158664562786722,0.5287191027641215,0.8804881010662878,12.943175085674431,74.61163198472947,0.1356728487341041,-1.218730381486331,-1.171216609550379,-0.19418400763526797,False,False,1.218730381486331,True,0.000265387755849935,8,7,3463.4902940405955,True,,,3,"[2.482376010806134, 5.405314386127629, 0.1356728487341041, -1.218730381486331, -1.171216609550379, -0.19418400763526797]","[""log_L_catalogue"", ""log_excess_A_catalogue"", ""disk_pull"", ""bulge_pull"", ""distance_pull"", ""inclination_pull""]"
NGC7331,nfw,all_0.10,False,36,36,0,6,24.20243524725096,0.6722898679791933,2.5576841776425336,26.760119424893496,41.65273768615522,476.31735948348705,36.52195875638042,477.21918781175754,0.41828686270531557,0.59878005260956,0.8768201272042631,12.889255869902666,74.60109110448272,-0.7749577959326651,-0.6783071592155279,-1.207162753398222,-0.1994544477586378,False,False,1.207162753398222,True,6.04001968571694e-05,8,8,1.773301505636482e-10,True,,,3,"[3.7293670972127093, 6.166084353675276, -0.7749577959326651, -0.6783071592155279, -1.207162753398222, -0.1994544477586378]","[""log_L_catalogue"", ""log_excess_A_catalogue"", ""disk_pull"", ""bulge_pull"", ""distance_pull"", ""inclination_pull""]"
NGC7793,core,all_0.10,False,46,46,0,5,26.396986742229974,0.5738475378745647,1.234997091941219,27.631983834171194,2.138657325023634,82.17365512025424,2.15952581798396,73.47324644098046,0.5814860111774686,0.7,1.0097577544172933,3.6452254934464285,54.88087005831603,0.6556926702163914,0.0,0.19569718581349446,0.8756522287017809,False,False,0.8756522287017809,True,0.001711803299793547,8,6,63.897646573532185,True,,,2,"[0.7601782139113307, 4.408834753371384, 0.6556926702163914, 0.19569718581349446, 0.8756522287017809]","[""log_L_catalogue"", ""log_excess_A_catalogue"", ""disk_pull"", ""distance_pull"", ""inclination_pull""]"
NGC7793,nfw,all_0.10,False,46,46,0,5,37.02478600413804,0.8048866522638705,0.730060421707236,37.75484642584528,11.499194330830441,188.62464006806638,11.604422334044328,169.46333065124384,0.493567443320091,0.7,1.0091509022446694,3.6430347571032566,54.49336399009409,-0.05623499284795423,0.0,0.18352642835142532,0.8325959988993435,False,False,0.8325959988993435,True,0.0002051781702371536,8,7,53.77478397982369,True,,,2,"[2.4422769747263575, 5.23975900889834, -0.05623499284795423, 0.18352642835142532, 0.8325959988993435]","[""log_L_catalogue"", ""log_excess_A_catalogue"", ""disk_pull"", ""distance_pull"", ""inclination_pull""]"
NGC7814,core,all_0.10,False,18,18,0,6,22.50056213615333,1.250031229786296,12.885300950477895,35.385863086631225,6.368945937039679,196.05248706150644,6.5416475028706165,196.05248706150644,1.1244792389102347,0.6410083869764889,1.0271161927794932,14.790473176024703,90.0,3.5198143719645265,-0.3823432813384797,0.5916260242798532,-2.222636547418188e-17,False,True,3.5198143719645265,True,0.0018452576369883877,8,8,5.736509933740308e-09,True,,,2,"[1.8514339828997048, 5.278382414511007, 3.5198143719645265, -0.3823432813384797, 0.5916260242798532, -2.222636547418188e-17]","[""log_L_catalogue"", ""log_excess_A_catalogue"", ""disk_pull"", ""bulge_pull"", ""distance_pull"", ""inclination_pull""]"
NGC7814,nfw,all_0.10,False,18,18,0,6,6.627772605058244,0.36820958916990243,1.0587607662695548,7.686533371327799,10.843182506460668,401.12426238560045,10.747567345465765,401.12426238560045,0.5113689957060785,0.5552509599754917,0.9911820020609325,14.27302082967743,89.99999999984375,0.09764388885098894,-1.0060872193971837,-0.19239268230692547,-1.5625e-10,False,True,1.0060872193971837,True,1.1462187407486624e-05,8,8,4.04387634489467e-12,True,,,2,"[2.383536542079525, 5.994271260564137, 0.09764388885098894, -1.0060872193971837, -0.19239268230692547, -1.5625e-10]","[""log_L_catalogue"", ""log_excess_A_catalogue"", ""disk_pull"", ""bulge_pull"", ""distance_pull"", ""inclination_pull""]"
UGC00128,core,all_0.10,False,22,22,0,5,115.08437213670749,5.231107824395795,47.4113344227986,162.4957065595061,23.93614730197039,119.17716048718182,37.547651125031315,101.37979401458269,1.6781492404600025,0.7,1.5686589262399988,101.17850074247993,80.36718925643834,5.25860576367718,0.0,3.781288736338137,2.336718925643833,False,False,5.25860576367718,True,0.00048513409042778616,8,6,2483.2194408015503,True,,,1,"[3.175389755765878, 4.780611129621191, 5.25860576367718, 3.781288736338137, 2.336718925643833]","[""log_L_catalogue"", ""log_excess_A_catalogue"", ""disk_pull"", ""distance_pull"", ""inclination_pull""]"
UGC00128,nfw,all_0.10,False,22,22,0,5,60.71183523512981,2.759628874324082,0.37070286753577236,61.08253810266558,17.01154764195717,261.2731474554151,16.342963602796505,276.07219722878733,0.4643926547416033,0.7,0.9606982237458705,61.96503543160865,52.533866133301935,-0.32084662413362275,0.0,-0.26133655344240714,-0.44661338666980643,False,False,0.44661338666980643,True,2.8207182358728598e-05,8,8,2.412718913546996e-10,True,,,1,"[2.8338923865109993, 5.565566402054187, -0.32084662413362275, -0.26133655344240714, -0.44661338666980643]","[""log_L_catalogue"", ""log_excess_A_catalogue"", ""disk_pull"", ""distance_pull"", ""inclination_pull""]"
UGC00191,core,all_0.10,False,9,9,0,5,21.59823482756263,2.3998038697291815,15.100862262061394,36.699097089624026,5.82139571135048,68.78178596044222,9.08788252013545,61.914745560694506,1.0253354575567406,0.7,1.5611174657678772,26.695108664630702,51.76998836366878,3.1189597181774515,0.0,1.881393855809942,1.3539976727337555,False,False,3.1189597181774515,True,0.0003074791310751512,8,8,6.093401339057891e-10,True,,,1,"[1.761540045939636, 4.230938970942696, 3.1189597181774515, 1.881393855809942, 1.3539976727337555]","[""log_L_catalogue"", ""log_excess_A_catalogue"", ""disk_pull"", ""distance_pull"", ""inclination_pull""]"
UGC00191,nfw,all_0.10,False,9,9,0,5,23.76220098528295,2.6402445539203274,0.7163412466514564,24.478542231934405,9.395375438705791,160.41367150150904,9.975062270514593,158.68204531644673,0.6026578093635284,0.7,1.0616991663175785,18.155055744030594,45.628705179726566,0.8110078427479466,0.0,0.2068736753001161,0.12574103594531338,False,False,0.8110078427479466,True,0.00016216199667351354,8,8,7.196909734830115e-10,True,,,1,"[2.240217593610978, 5.077755925600152, 0.8110078427479466, 0.2068736753001161, 0.12574103594531338]","[""log_L_catalogue"", ""log_excess_A_catalogue"", ""disk_pull"", ""distance_pull"", ""inclination_pull""]"
UGC00634,core,all_0.10,False,4,4,0,5,2.3285915729149056,0.5821478932287264,0.5101819644431129,2.8387735373580183,5.436116696486065,112.06484874187575,5.864187485200981,103.69844514295227,0.5558161348256062,0.7,1.078745695248158,33.33324198316808,40.56946901941604,0.45961145453335517,0.0,0.31600545235949085,0.4461836274270047,False,False,0.45961145453335517,True,6.167065033903475e-05,8,8,9.981260262748037e-11,True,,,1,"[1.693064963403228, 4.7190777103593256, 0.45961145453335517, 0.31600545235949085, 0.4461836274270047]","[""log_L_catalogue"", ""log_excess_A_catalogue"", ""disk_pull"", ""distance_pull"", ""inclination_pull""]"
UGC00634,nfw,all_0.10,False,4,4,0,5,5.5272903827864255,1.3818225956966064,0.4525171914334776,5.979807574219903,23.963838932174994,239.65004075572105,26.101911442245,219.75036972689458,0.47006107914358825,0.7,1.0892207845379618,33.65692224222302,41.0192734817588,-0.2681571105658678,0.0,0.35804184963935276,0.5024091852198501,False,False,0.5024091852198501,True,9.121571826481367e-05,8,8,1.1000178545828021e-10,True,,,1,"[3.1765459829578537, 5.479179695669139, -0.2681571105658678, 0.35804184963935276, 0.5024091852198501]","[""log_L_catalogue"", ""log_excess_A_catalogue"", ""disk_pull"", ""distance_pull"", ""inclination_pull""]"
UGC00731,core,all_0.10,False,12,12,0,5,20.94519793708938,1.745433161424115,11.597382526614544,32.54258046370392,1.668516958613631,69.31027127828426,3.2470043747584687,66.70919403959343,0.5539782930395133,0.7,1.9460421771537768,24.32552721442221,60.61839956748322,0.4452274342877783,0.0,3.1534739238459233,1.2061331891610731,False,False,3.1534739238459233,True,0.0025894828877428802,8,8,2.1711272779612045e-09,True,,,1,"[0.5119351831454307, 4.2385931099070016, 0.4452274342877783, 3.1534739238459233, 1.2061331891610731]","[""log_L_catalogue"", ""log_excess_A_catalogue"", ""disk_pull"", ""distance_pull"", ""inclination_pull""]"
UGC00731,nfw,all_0.10,False,12,12,0,5,3.195350367332451,0.26627919727770427,0.09127344910165121,3.286623816434102,8.589743153223484,149.1998795072752,7.831270599857943,149.51207081038822,0.5034450603848193,0.7,0.9117002057179198,11.396252571473998,56.81622798020602,0.0298207974219594,0.0,-0.2943326476069343,-0.06125733993132501,False,False,0.2943326476069343,True,2.4694173801949498e-05,8,8,9.2166274612282e-12,True,,,1,"[2.15056883487666, 5.005286880177345, 0.0298207974219594, -0.2943326476069343, -0.06125733993132501]","[""log_L_catalogue"", ""log_excess_A_catalogue"", ""disk_pull"", ""distance_pull"", ""inclination_pull""]"
UGC00891,core,all_0.10,False,5,5,0,5,1.7380841299816538,0.34761682599633076,0.16489178825284398,1.9029759182344979,3.1655169415867883,68.6639744503443,3.5103593879362207,68.22689246359846,0.5165190739174055,0.7,1.1089371665711485,11.311159099025714,60.64199937408139,0.14116359359167974,0.0,0.3584384190405533,0.1283998748162778,False,False,0.3584384190405533,True,2.6169224170825545e-05,8,8,7.720046824033489e-12,True,,,1,"[1.1523163729342676, 4.2292246723190345, 0.14116359359167974, 0.3584384190405533, 0.1283998748162778]","[""log_L_catalogue"", ""log_excess_A_catalogue"", ""disk_pull"", ""distance_pull"", ""inclination_pull""]"
UGC00891,nfw,all_0.10,False,5,5,0,5,8.986887364638847,1.7973774729277694,0.14705708663796976,9.133944451276816,4999.999999615254,2212.8759906089667,5245.821135038836,2206.715631763304,0.4620075347059519,0.7,1.0491642270884995,10.701475116302694,60.27821128285596,-0.3432094597787094,0.0,0.1617661665492566,0.05564225657119201,True,False,0.3432094597787094,True,9.217480437831796e-06,8,8,1.6939161184836848e-10,True,,,1,"[8.517193191339288, 7.702048301702335, -0.3432094597787094, 0.1617661665492566, 0.05564225657119201]","[""log_L_catalogue"", ""log_excess_A_catalogue"", ""disk_pull"", ""distance_pull"", ""inclination_pull""]"
UGC01281,core,all_0.10,False,25,25,0,5,149.71558569798717,5.988623427919487,70.03824993050877,219.75383562849595,0.04375572590676762,8.092036223453244,0.05538142642200987,8.092036223453244,1.9905358527674861,0.7,1.2656955238272969,6.670215410569854,89.99999999996064,5.999999999999999,0.0,5.8342308773743925,-3.93690821399138e-11,False,True,5.999999999999999,True,1.774784799879273e-06,8,8,5.894662535865791e-11,True,,,2,"[-3.1291327968733005, 0.5939007538273086, 5.999999999999999, 5.8342308773743925, -3.93690821399138e-11]","[""log_L_catalogue"", ""log_excess_A_catalogue"", ""disk_pull"", ""distance_pull"", ""inclination_pull""]"
UGC01281,nfw,all_0.10,False,25,25,0,5,21.21203963722498,0.8484815854889992,0.06344163790706403,21.275481275132044,4999.999999999968,2381.7325610382763,5054.525826732112,2381.7325610382763,0.49108783571320724,0.7,1.010905165346429,5.32747022137568,89.99999999996385,-0.07810827581850391,0.0,0.23945925573200244,-3.6155596701091506e-11,True,True,0.23945925573200244,True,4.775041078073874e-07,8,8,4.735767333841068e-12,True,,,2,"[8.517193191416231, 7.106378533258435, -0.07810827581850391, 0.23945925573200244, -3.6155596701091506e-11]","[""log_L_catalogue"", ""log_excess_A_catalogue"", ""disk_pull"", ""distance_pull"", ""inclination_pull""]"
UGC02259,core,all_0.10,False,8,8,0,5,17.388571822976804,2.1735714778721005,33.08734652098792,50.47591834396472,944.5841563528516,9999.999953323604,1741.9572447679593,9066.67114513071,1.46257784719159,0.7,1.8441525120364683,19.363601376382917,46.35202352609859,4.661489867983527,0.0,2.8592262504461026,1.784007842032865,True,False,4.661489867983527,True,4.788331019306631e-05,8,7,19.841467215055744,True,,,1,"[6.8507447844575475, 9.210340367308543, 4.661489867983527, 2.8592262504461026, 1.784007842032865]","[""log_L_catalogue"", ""log_excess_A_catalogue"", ""disk_pull"", ""distance_pull"", ""inclination_pull""]"
UGC02259,nfw,all_0.10,False,8,8,0,5,4.189120131821856,0.523640016477732,0.02281595836363209,4.211936090185488,3.7218742004231036,170.98545342733337,3.580466517084563,171.51070941230452,0.4930681300603068,0.7,0.9620063237703023,10.101066399588174,40.84764233586995,-0.06063071945317105,0.0,-0.12868825819736335,-0.05078588804335021,False,False,0.12868825819736335,True,1.3254046835160218e-05,8,8,1.5170087408478139e-12,True,,,1,"[1.314227358729761, 5.141578485207787, -0.06063071945317105, -0.12868825819736335, -0.05078588804335021]","[""log_L_catalogue"", ""log_excess_A_catalogue"", ""disk_pull"", ""distance_pull"", ""inclination_pull""]"
UGC02487,core,all_0.10,False,17,17,0,6,72.00097015188764,4.235351185405156,13.106427238474254,85.1073973903619,23.08725114556695,271.26805214755166,27.086944500857594,229.18323527506948,0.9399120755151491,0.5206291870878927,1.1732425107723852,81.07105749437181,44.084619713258235,2.7411722489712558,-1.2856952849632588,1.1510632206126745,1.6169239426516462,False,False,2.7411722489712558,True,0.004128081856958791,8,8,8.450555810668448e-09,True,,,1,"[3.1392805667154295, 5.6031074543362465, 2.7411722489712558, -1.2856952849632588, 1.1510632206126745, 1.6169239426516462]","[""log_L_catalogue"", ""log_excess_A_catalogue"", ""disk_pull"", ""bulge_pull"", ""distance_pull"", ""inclination_pull""]"
UGC02487,nfw,all_0.10,False,17,17,0,6,57.678057224460055,3.3928268955564738,3.8112366673400895,61.489293891800145,21.50931419698889,589.0219439807613,23.312416902002486,536.9536048887427,0.7002147262291061,0.5795042125620856,1.0838289258551077,74.89257877658794,40.14938736470645,1.4626123584447657,-0.8204144270718918,0.5569787285180716,0.82987747294129,False,False,1.4626123584447657,True,0.0010237585239509521,8,8,2.6098270211605268e-08,True,,,1,"[3.0684860597861907, 6.378463439291647, 1.4626123584447657, -0.8204144270718918, 0.5569787285180716, 0.82987747294129]","[""log_L_catalogue"", ""log_excess_A_catalogue"", ""disk_pull"", ""bulge_pull"", ""distance_pull"", ""inclination_pull""]"
UGC02885,core,all_0.10,False,19,19,0,6,17.672417977422167,0.9301272619695877,4.987950805430454,22.660368782852622,25.856693596081033,275.51628502057076,28.419315680539043,269.7650042857611,0.7153094476271027,0.8965317554581416,1.0991086534299348,88.58815746645274,66.62906484545586,1.5552395679847395,1.0746763701388735,0.991086534299347,0.657266211363964,False,False,1.5552395679847395,True,0.00020487100018662898,8,7,354.107064525826,True,,,1,"[3.2525695073223724, 5.618646737628467, 1.5552395679847395, 1.0746763701388735, 0.991086534299347, 0.657266211363964]","[""log_L_catalogue"", ""log_excess_A_catalogue"", ""disk_pull"", ""bulge_pull"", ""distance_pull"", ""inclination_pull""]"
UGC02885,nfw,all_0.10,False,19,19,0,6,12.87084366527853,0.6774128244883437,2.090426107661131,14.96126977293966,70.57376316237611,580.6756547763798,73.7715321908321,574.831373022215,0.4801684603072935,0.9501710258976518,1.0453110176525313,84.25206802279402,65.22112105807997,-0.17576374155101232,1.3270374308364181,0.45311017652531405,0.3052802645199937,False,False,1.3270374308364181,True,5.632284745935519e-06,8,8,1.0619061185934697e-11,True,,,1,"[4.256658448833681, 6.36419234757353, -0.17576374155101232, 1.3270374308364181, 0.45311017652531405, 0.3052802645199937]","[""log_L_catalogue"", ""log_excess_A_catalogue"", ""disk_pull"", ""bulge_pull"", ""distance_pull"", ""inclination_pull""]"
UGC02916,core,all_0.10,False,43,43,0,6,82.05289701671559,1.9082069073654788,72.64318562117919,154.6960826378948,0.3432399482321564,214.4775536068201,0.4065420997048472,198.7090393901924,1.9905358527674561,0.1835557275675594,1.184425361321507,77.46141863042656,55.7748471051635,5.999999999999934,-5.8133009948709855,1.2307570031047508,1.1549694210327,False,True,5.999999999999934,True,0.00046814315683908433,8,2,177.10689615330443,True,,,1,"[-1.0693255188643551, 5.368205087702732, 5.999999999999934, -5.8133009948709855, 1.2307570031047508, 1.1549694210327]","[""log_L_catalogue"", ""log_excess_A_catalogue"", ""disk_pull"", ""bulge_pull"", ""distance_pull"", ""inclination_pull""]"
UGC02916,nfw,all_0.10,False,43,43,0,6,87.7496677836231,2.040689948456351,73.86621138776007,161.61587917138317,0.020000000000000667,789.9833421970224,0.02297218568921908,741.5183133738641,1.9905358527674861,0.1758320502056706,1.1486092844609157,75.11904720374389,54.69751032703099,5.999999999999999,-5.999999999999999,0.9917395105861116,0.9395020654061985,True,True,5.999999999999999,True,4.519150340592743e-05,8,2,261.2698297703828,True,,,1,"[-3.9120230054281127, 6.672011859412204, 5.999999999999999, -5.999999999999999, 0.9917395105861116, 0.9395020654061985]","[""log_L_catalogue"", ""log_excess_A_catalogue"", ""disk_pull"", ""bulge_pull"", ""distance_pull"", ""inclination_pull""]"
UGC02953,core,all_0.10,False,115,115,0,6,993.3474688887318,8.63780407729332,13.277247384519923,1006.6247162732517,13.427153477393654,247.82960144877273,21.42240024116568,233.94172874395016,0.47269166357056563,0.3627275845895221,1.5954535916516523,26.324984262252265,54.244747265675656,-0.24392061219115804,-2.8551745609226153,1.984845305505508,1.0611868164189142,False,False,2.8551745609226153,True,0.010040236015596416,8,7,37090.744532731034,True,,,1,"[2.5972790355304682, 5.51274141907746, -0.24392061219115804, -2.8551745609226153, 1.984845305505508, 1.0611868164189142]","[""log_L_catalogue"", ""log_excess_A_catalogue"", ""disk_pull"", ""bulge_pull"", ""distance_pull"", ""inclination_pull""]"
UGC02953,nfw,all_0.10,False,115,115,0,6,614.5661771528019,5.3440537143721905,1.0448790687649627,615.6110562215669,21.629122816672687,487.6374936590516,23.940820861853766,483.39550450352965,0.5452896682321486,0.573189314620835,1.106878955044775,18.26350275823879,50.60299847110888,0.376572647201873,-0.8679995431906707,0.35626318348258357,0.15074961777722085,False,False,0.8679995431906707,True,0.0004367182734277911,8,7,37481.75822824302,True,,,1,"[3.0740406851284234, 6.189572288947562, 0.376572647201873, -0.8679995431906707, 0.35626318348258357, 0.15074961777722085]","[""log_L_catalogue"", ""log_excess_A_catalogue"", ""disk_pull"", ""bulge_pull"", ""distance_pull"", ""inclination_pull""]"
UGC03205,core,all_0.10,False,48,48,0,6,168.68412982488422,3.514252704685088,5.652489206163483,174.33661903104772,14.71174519478539,191.5412521744984,19.300535618388405,188.64020973406255,0.6988407826407451,0.8612588050370595,1.311913397278626,65.5956698639313,69.17345043524868,1.4540823707936494,0.9003563491241031,1.5595669863931303,0.5433626088121708,False,False,1.5595669863931303,True,0.00022131257183783876,8,6,1759.5641409649081,True,,,1,"[2.688646167602374, 5.255103201476816, 1.4540823707936494, 0.9003563491241031, 1.5595669863931303, 0.5433626088121708]","[""log_L_catalogue"", ""log_excess_A_catalogue"", ""disk_pull"", ""bulge_pull"", ""distance_pull"", ""inclination_pull""]"
UGC03205,nfw,all_0.10,False,48,48,0,6,128.5764109980686,2.6786752291264295,14.212657573692143,142.78906857176077,5.125535064458068,457.74198949584274,2.3643048778262434,463.36948461901505,0.27840233830190486,0.7994605573571557,0.4612796221454053,23.063981107270266,65.41231672371406,-2.5429712574178436,0.5769900199583549,-2.6936018892729736,-0.3969208190714844,False,False,2.6936018892729736,True,0.0004074815487849896,8,4,9.086493854382866,True,,,1,"[1.6342349223959631, 6.126305683665491, -2.5429712574178436, 0.5769900199583549, -2.6936018892729736, -0.3969208190714844]","[""log_L_catalogue"", ""log_excess_A_catalogue"", ""disk_pull"", ""bulge_pull"", ""distance_pull"", ""inclination_pull""]"
UGC03546,core,all_0.10,False,30,30,0,6,24.120590097462852,0.8040196699154284,3.848664738297322,27.969254835760175,6.588665179584472,172.15053380560005,6.0113398507199065,173.8661023991775,0.6968607043607347,0.5220634708324753,0.9123759800917709,26.185190628633823,54.200538959662126,1.4417597121780776,-1.2737473364685479,-0.3492790793564134,-0.15989220806757543,False,False,1.4417597121780776,True,0.0012248256284408026,8,8,7.670308832530282e-10,True,,,1,"[1.885350775582802, 5.148369290596455, 1.4417597121780776, -1.2737473364685479, -0.3492790793564134, -0.15989220806757543]","[""log_L_catalogue"", ""log_excess_A_catalogue"", ""disk_pull"", ""bulge_pull"", ""distance_pull"", ""inclination_pull""]"
UGC03546,nfw,all_0.10,False,30,30,0,6,22.917628437519078,0.7639209479173026,1.4814916368646096,24.39912007438369,11.080212253929258,357.90799773265036,8.746507443589959,365.75789694433405,0.5063911591814045,0.5809595769600554,0.7893808568954335,22.65523059289894,53.280422698957025,0.05516110619078856,-0.8095212468748809,-0.8395513065418138,-0.34391546020859487,False,False,0.8395513065418138,True,5.8881890903422935e-05,8,8,3.3665159548945667e-10,True,,,1,"[2.4051608376274647, 5.880275963799619, 0.05516110619078856, -0.8095212468748809, -0.8395513065418138, -0.34391546020859487]","[""log_L_catalogue"", ""log_excess_A_catalogue"", ""disk_pull"", ""bulge_pull"", ""distance_pull"", ""inclination_pull""]"
UGC03580,core,all_0.10,False,47,47,0,6,196.04289162036895,4.171125353624872,43.5919950473629,239.63488666773185,7.444714091519726,134.2063426563403,4.466591701523846,135.60262651214322,1.3014676055088148,0.2280984574606727,0.5999681984579825,12.419341708080239,61.86414474210649,4.1546335833293515,-4.869756916888714,-1.5924342869076462,-0.2839638144733772,False,False,4.869756916888714,True,0.0037887594186933413,8,8,2.2178738845468615e-08,True,,,1,"[2.0075042626476916, 4.89937848613564, 4.1546335833293515, -4.869756916888714, -1.5924342869076462, -0.2839638144733772]","[""log_L_catalogue"", ""log_excess_A_catalogue"", ""disk_pull"", ""bulge_pull"", ""distance_pull"", ""inclination_pull""]"
UGC03580,nfw,all_0.10,False,47,47,0,6,95.36106535317137,2.0289588373015186,19.303212608248277,114.66427796141964,22.90901753856234,273.77445704594066,10.06751012216835,276.70434346030413,0.8470389958083548,0.35085989480401786,0.4394562143584678,9.096743637220284,61.8325895094538,2.289334004156321,-2.9996431118536613,-2.2313954543807144,-0.2918526226365499,False,False,2.9996431118536613,True,0.0002386346944548245,8,7,6426.138309999633,True,,,1,"[3.1315306120261215, 5.612304617947148, 2.289334004156321, -2.9996431118536613, -2.2313954543807144, -0.2918526226365499]","[""log_L_catalogue"", ""log_excess_A_catalogue"", ""disk_pull"", ""bulge_pull"", ""distance_pull"", ""inclination_pull""]"
UGC04278,core,all_0.10,False,25,25,0,5,11.086580424966282,0.44346321699865127,2.087324425079508,13.17390485004579,3.570025666835106,100.18952389474774,4.4577289718671045,100.18952389474774,0.6565148720263267,0.7,1.248654600239601,11.874705248278605,89.9999999999707,1.1827456427045706,0.0,0.8297211397468794,-9.765624990973093e-12,False,True,1.1827456427045706,True,1.8102689755745362e-05,8,6,155.22838995740943,True,,,1,"[1.2725727853553683, 4.607063631236203, 1.1827456427045706, 0.8297211397468794, -9.765624990973093e-12]","[""log_L_catalogue"", ""log_excess_A_catalogue"", ""disk_pull"", ""distance_pull"", ""inclination_pull""]"
UGC04278,nfw,all_0.10,False,25,25,0,5,26.509796546343875,1.060391861853755,0.9995703375965572,27.50936688394043,4999.999999998779,3035.7346925451707,4800.445899941725,3035.7346925451707,0.3979994243504868,0.7,0.9600891799885796,9.13044810169139,89.99999999993771,-0.9908756040702413,0.0,-0.13317610466968713,-2.0760387056379847e-11,True,True,0.9908756040702413,True,1.862825029647971e-05,8,7,140.89292792118366,True,,,1,"[8.517193191415993, 8.01820874752483, -0.9908756040702413, -0.13317610466968713, -2.0760387056379847e-11]","[""log_L_catalogue"", ""log_excess_A_catalogue"", ""disk_pull"", ""distance_pull"", ""inclination_pull""]"
UGC04325,core,all_0.10,False,8,8,0,5,12.210279478906976,1.526284934863372,0.7126714793376232,12.922950958244598,1.1161710168286707,96.07703714641026,1.3611307142117455,94.13408517239839,0.5285614030232069,0.7,1.219464305818537,11.706857335857956,42.03622000229623,0.2412544226511305,0.0,0.7315476860617901,0.345406667432077,False,False,0.7315476860617901,True,0.0010564385607532063,8,6,45.32120071140327,True,,,1,"[0.10990409310483958, 4.565150339935821, 0.2412544226511305, 0.7315476860617901, 0.345406667432077]","[""log_L_catalogue"", ""log_excess_A_catalogue"", ""disk_pull"", ""distance_pull"", ""inclination_pull""]"
UGC04325,nfw,all_0.10,False,8,8,0,5,15.980078457074905,1.997509807134363,0.6434225692270785,16.623501026301984,3.9618647381683836,176.2257200621784,4.553844814895503,173.88644984867227,0.5724041710042599,0.7,1.1494195576704112,11.034427753635947,41.67349582787299,0.5873278538752392,0.0,0.49806519223470347,0.22449860929099769,False,False,0.5873278538752392,True,0.00014489626189350137,8,8,3.6627056942961644e-10,True,,,1,"[1.3767148079077136, 5.17176567369034, 0.5873278538752392, 0.49806519223470347, 0.22449860929099769]","[""log_L_catalogue"", ""log_excess_A_catalogue"", ""disk_pull"", ""distance_pull"", ""inclination_pull""]"
UGC04483,core,all_0.10,False,8,8,0,5,1.9796155104044235,0.24745193880055294,0.0046192848365464775,1.98423479524097,0.3731696922947208,23.320781904375934,0.37437933265318246,23.302022007213946,0.5061214087852534,0.7,1.0032415289436376,3.3508267066717496,58.073895636510315,0.05284703888895457,0.0,0.03492486023145074,0.0246318788367723,False,False,0.05284703888895457,True,2.6198025716172788e-05,8,8,3.389954983390453e-12,True,,,2,"[-0.9857220236638132, 3.1493448902673626, 0.05284703888895457, 0.03492486023145074, 0.0246318788367723]","[""log_L_catalogue"", ""log_excess_A_catalogue"", ""disk_pull"", ""distance_pull"", ""inclination_pull""]"
UGC04483,nfw,all_0.10,False,8,8,0,5,3.54870019687003,0.4435875246087537,0.005058470459303199,3.553758667329333,3.699612228938125,62.04266664913744,3.7190613127334724,61.9618007421026,0.4981690930959906,0.7,1.0052570600894921,3.3575585806989037,58.119867868833744,-0.015932243596060165,0.0,0.056640582899688215,0.03995595627791363,False,False,0.056640582899688215,True,2.2980816203321656e-06,8,8,1.0772271963332969e-11,True,,,2,"[1.3082280111682658, 4.127822320123766, -0.015932243596060165, 0.056640582899688215, 0.03995595627791363]","[""log_L_catalogue"", ""log_excess_A_catalogue"", ""disk_pull"", ""distance_pull"", ""inclination_pull""]"
